proj_id,proj_lgl_name
P006453,Northeast Irrigation Project
P006454,Rondonia Natural Resources Management Project
P006473,2nd Land Management Project - Santa Catarina
P006474,3rd Land Management Project - Sao Paulo
P006475,Land Reform and Poverty Alleviation Pilot Project
P006492,HYDROCARBN TRNSP/PRO
P006505,Mato Grosso Natural Resources Project
P006512,Environmental Conservation & Rehabilitation (CVRD) Project
P006522,Espirito Santo Water and Coastal Pollution Management Project
P006524,BR MINAS MNC.DEVELOPMT
P006532,BR FED HWY DECENTR
P006540,Minas Gerais Water Quality and Pollution Control
P006541,WATER QUALITY AND POLLUTION CONTROL PROJECT
P006543,BR-  MINAS GERAIS BASIC EDU.
P006547,RIO DE JANEIRO METROPOLITAN TRANSPORT DECENTRALIZATION PROJECT
P006549,GAS SCTR DEV PROJECT
P006553,BR APL Integrated Water Management In Metropolitan Sao Paulo
P006554,BR-  HEALTH SECTOR REFORM - REFORSUS
P006555,STATE HIGHWAY MANAGEMENT II
P006558,BR-PARANA BASIC EDUCATION QUALITY
P006559,BR (BF-R)SP.TSP
P006562,Bahia Municipal Inf. Dev't. and Mgm't.
P006564,BR BELO H M.TSP
P006576,Reduction of Ozone Project (Montreal Protocol)
P006612,Irrigation Development Project
P006639,CL-HEALTH SECTOR DEVELOPMENT
P006657,TRANSPORT INFRA SCTR
P006661,CL THIRD RD SCTR
P006664,Environmental-Institutional Development Project
P006673,CL-SECONDARY EDUCATION
P006676,Secano Agricultural Development Project
P006852,Municipal Development Project
P006854,CO-  MUNICIPAL HEALTH SERVICES
P006861,CO URBAN INFRASTRUCTURE
P006866,CO-  SECONDARY EDUCATION
P006868,Natural Resource Management Program
P006870,EXPORT DEVELOPMENT
P006872,CO Urban Transport
P006875,AG CREDIT
P006880,Agriculture Technology Development Project
P006884,CO FINANCIAL MARKETS DEVELOPMENT
P006887,CO POWER MARKET DEVELOP. & ENERGY (TA)
P006889,CO PUBLIC FINANCIAL MAN
P006891,CO ANTIOQUIA EDUCATION
P006893,Energy Technical Assistance Project
P006894,Santafe I Water Supply and Sewerage Rehabilitation Project
P006926,TRANSPORT SECTOR INVESTMENT
P006938,CR/BASIC EDUCATION
P006941,CR WATER SUPPLY
P006943,AG SCTR INV
P006954,CR HEALTH SECTOR REFORM
P006957,GEF 6O-OECS SHIP WASTE MGMT
P006967,CDB VI
P006969,DM-  BASIC EDUCATION REF
P006970,OECS Ship-Generated Waste Management Project
P007015,DO Provincial Health Serv. Project
P007020,DO IRRIG LAND & WATERSH (SIM)
P007029,BIODIVERSITY PROTECTION (GEF)
P007077,EC-RURAL ROADS
P007087,SOCIAL DEVELOPMENT II: HEALTH AND NUTRITION (FASBASE)
P007098,PRVT SCTR DEVT
P007100,Guayas Flood Control
P007105,Irrigation Technical Assitance
P007107,SOCIAL DEVELOPMENT I:  EDUCATION AND TRAINING (EB-PRODEC)
P007115,Rural Development (PRONADER)
P007123,MUNIC DEV I
P007128,Environmental Management Technical Assistance Project
P007129,MINING TECHNICAL ASSISTANCE
P007131,Agricultural Research Project
P007132,PUB ENT REF (TA)
P007135,Agriculture Census and Information System
P007136,ECUADOR MODERNIZATION OF THE STATE TA
P007164,SV PUBLIC SECTOR MODERN
P007167,AGRICULTURAL SECTOR REFORM AND INVESTMENT PROJECT
P007169,SV- BASIC EDUCATION
P007173,SV ENERGY SECTOR MODERNIZATION
P007174,Land Administration Project
P007205,SCNDRY&REG RD RHB
P007213,GT INTEG FINAN MGT
P007220,GT/SOCIAL INV FUND
P007223,GT BASIC EDUCATION REFORM
P007257,Guyana Water Supply Technical Assistance and Rehabilitation Project
P007258,INFRASTRUCTURE REHAB.
P007266,Public Administration
P007269,GY- SECONDARY EDUCATION
P007292,P AU PRINCE WTR
P007300,POWER V
P007309,INDUSTRIAL RESTRUCTURING & DEVELOPMENT
P007311,HT- FIRST HEALTH PROJECT
P007318,RD MAINT & RHB
P007322,FORSTRY & ENVIRON
P007326,FOREST & PARKS TA (TAL)
P007387,HN PUB SEC MOD SAC
P007388,TRNSPRT SCTR RHB
P007392,HN/NUTRITION/HEALTH
P007396,Environmental Development Project
P007397,HN COMMUNITY-BASED EDUCATION PROJECT
P007398,HN Rural Land Management (and associated JSDF -Developing Central American Small Farmers Links to Specialty Coffee Market )
P007399,HN- BASIC EDUCATION
P007400,DEMAND SIDE MANAGEME
P007476,ENERGY STR DEREGULAT
P007479,JM- REFORM OF SECONDARY
P007485,PRIVATE INVESTMENT & EXPORT DEVELOPMENT
P007489,JM TAX ADMINISTRATION
P007490,JM PUB SCTR MODERNIZ
P007607,RAINFED AREAS DEVELO
P007610,MX FOVI RESTRUCTURING
P007612,2nd Solid Waste Management Project
P007648,MEDIUM CITIES URBAN TRANSPORT PROJECT
P007667,Irrigation and Drainage Sector Project
P007682,AGR.TECHNOLOGY
P007689,MX: BASIC HEALTH II
P007694,TRNSPRT AIR POLL CON
P007700,MX COMMUNITY FORESTRY
P007701,On-farm & Minor Irrigation Networks Improvement
P007702,SECOND DECENTRALIZATION
P007707,Second Water Supply & Sanitation Project
P007710,MX N. BORDER I ENVIRONM
P007711,Rural Development in Marginal Areas Project
P007713,Water Resources Management Project
P007720,MX:  HEALTH SYSTEM REFORM - SAL
P007723,HWY RHB & SAFETY-LOCKED BY P.JOINES
P007725,MX PRIMARY EDUC.II
P007726,AQUACULTURE
P007732,Rural Finance Technical Assistance and Pilot Project
P007777,FINANCIAL SECTOR ADJUSTMENT
P007780,Agricultural Technology & Land Management
P007783,NI- Basic Education Project
P007788,ROAD REHAB & MAINT
P007790,NI RURAL MUNICIPALITIES
P007832,PA BASIC EDUCATION PROJECT
P007837,Social Investment Project
P007844,PA ROADS REHABILITATION
P007846,PA RURAL HEALTH
P007847,Rural Poverty & Natural Resources
P007911,Land Use Rationalization Project
P007913,Eighth Highway Project
P007917,PRIVATE SECTOR DEVELOPMENT AND EL NINO PROJECT
P007918,Natural Resources Management Project
P007923,PY- SECOND.ED IMPRV
P007926,PY ASUNCION SEWERAGE
P007927,PY-Maternal Health and Child Development Project
P008037,PE Irrigation Subsector Project
P008045,TRANSP.RHB
P008048,PE-BASIC HLTH/NUTRITION
P008051,PE LIMA WATER Rehabilit & Mgt. Proj.
P008055,PRIMARY EDUCATION QUALITY PROJECT
P008065,Agricultural Development Support
P008100,Business Expansion and Industrial Restructuring Project
P008138,WTR SUPPLY RHB
P008146,POWER MODERNIZATION
P008161,UY-HEALTH SECTOR DEVELOPMENT
P008171,Basic Education Quality Improvement Project
P008173,Natural Resources Management and Irrigation Development Project
P008177,Uruguay Power Transmission & Distribution Project
P008204,VE SOCIAL DEVT
P008210,VE Urban Transport
P008215,HEALTH SERVICE REFORM PROJECT
P008216,VE PRE-INV & INSTIT DEV
P008218,VE-  BASIC EDUC
P008222,Agricultural Extension Project
P008223,VE Highway Management
P008224,MONAGAS WATER
P008226,VE STUDENT LOAN REFORM
P008227,VE-  ENDEMIC DISEASE CONT
P008233,VE JUD.INFRA DEV
P008237,Inparques Project
P008252,Labor Market Development Project
P008253,Health Services Rehabilitation Project
P008258,Transport & Infrastructure Project
P008260,Durres Water Supply Rehabiliation Project
P008265,Social Safety Net Project
P008266,HOUSING
P008267,Rural Roads Project
P008268,Technical Assistance Project
P008269,School Rehabilitation Project
P008270,Irrigation Rehabilitation Project
P008271,Forestry Project
P008272,Tax Administration Modernization Project
P008273,Rural Development Project
P008276,Electricity Transmission & Distribution Project
P008277,Irrigation Rehabilitation Project
P008279,Enterprise Development Project
P008281,Education Financing & Management Reform Project
P008282,PETROLEUM TA
P008283,Institution Building Technical Assistance
P008284,Rehabilitation & Completion of Irrigation & Drainage Infrastructure Project
P008286,Irrigation Distribution System & Management Improvement Project
P008287,GAS REHAB
P008288,GREATER BAKU WATER SUPPLY REHABILITATION PROJECT
P008302,Forestry Development Project
P008307,TA REFORM
P008314,District Heating Project
P008315,RAILWAY REHAB
P008316,ENERGY I
P008317,Financial Enterprise Sector Adjustment Loan 2 (FESAL 2)
P008318,Health Sector Restructuring Project
P008319,WATER COMPANIES REST
P008322,Telecommunications Project
P008323,Social Insurance Administration Project (SIAP)
P008326,Aral Sea Water & Environmental Management GEF Project
P008327,EFSAL
P008328,Emergency Reconstruction Project
P008329,HIGHWAY SECTOR
P008334,Coastal Forest Reconstruction & Protection Project
P008335,Farmer Support Services Project
P008373,IND FIN RESTRUCT
P008375,Southeast Coast Sewerage & Drainage Project
P008376,CZECH REPUBLIC BIODIVERSITY PROJECT
P008381,Power and Environmental Improvement Project
P008400,District Heating Rehabilitation
P008402,HEALTH
P008403,Agriculture Project
P008406,Haapsalu & Matsalu Bays Environment Project
P008407,TRANSIT FACILITATION
P008414,Health Project
P008415,Agricultural Development Project
P008416,ENTERPRISE  REHABILITATION PROJECT
P008417,Municipal Infrastructure Rehabilitation Project
P008465,ROADS
P008479,Energy Environment Project
P008484,Health Services & Managemetn Project
P008485,YOUTH TRAINING
P008494,BUDAPEST URBAN TRANS
P008495,Pension Administration & Health Project
P008496,Tax Administration Modernization Project
P008497,Municipal Wastewater Project
P008499,Road Transport Restructuring Project
P008500,Atyrau Pilot Water Supply & Sanitation Project
P008501,Petroleum Technical Assistance Project
P008503,Agricultural Post-Privatization Assistance Project (APL Phase #1)
P008504,Technical Assistance Project
P008506,Social Protection Project
P008507,Uzen Oil Field Rehabilitation Project
P008508,Finance & Enterprise Development Project
P008510,Irrigation & Drainage Project
P008513,Sheep & Wool Improvement Project
P008515,Social Safety Net Project
P008518,Telecommunications Reform
P008519,Power & District Heating Rehabilitation Project
P008520,Rural Finance Project
P008521,Public Sector Resource Management Adjustment Credit
P008523,Health Project
P008524,Private Enterprise Support Project
P008526,JELGAVA DIST HEAT
P008529,Enterprise & Financial Sector Restructuring Project
P008530,Riga District Heating Project
P008532,HIGHWAY
P008533,LIEPAJA ENVIRONMENT
P008536,ENT & FIN SECT
P008537,POWER REHAB
P008538,Private Agricultural Development Project
P008539,Social Policy & Community Social Services Development Project
P008551,HIGHWAY
P008553,KLAIPEDA ENVIRONMENT
P008555,ENERGY
P008556,FIRST AGRICULTURE PROJECT
P008558,General Education
P008561,First Private Sector Development Project
P008563,Coal to Gas Conversion GEF Project
P008569,Industrial Export Development Project
P008571,PRIV & RESTRUCT
P008576,Heat Supply Restructuring & Conservation Project
P008582,Employment Promotion & Services Project
P008584,Private Enterprise Development Project
P008587,Health Services Development Project
P008590,Housing Project
P008593,Roads 2 Project
P008595,Bielsko-Biala Water & Wastewater Project
P008599,Roads Project
P008604,Power Transmission Project
P008610,Forestry Development Support Project
P008614,Katowice Heat Supply & Conservation Project
P008615,Szczecin-Swinoujscie Seaway & Port Modernization Project
P008616,Wholesale Markets Project
P008689,Danube Delta Biodiversity GEF Project
P008759,HEALTH SERV REHAB
P008774,Industrial Development Project
P008776,Employment Services & Social Protection Project (ESSP)
P008777,Petroleum Sector Rehabilitation Project
P008778,BUCHAREST WATER SUPPLY
P008783,Social Sector Development Project
P008784,EDUCATION REFORM
P008788,Telecommunications Reform & Privatization Project
P008791,Programmatic Adjustment Loan (PAL) (formerly Institutional & Govt. Reform SAL)
P008793,Reform of Higher Education & Research Project
P008794,Power Sector Rehabilitation & Modernization Project
P008795,Agriculture Sector Adjustment Loan (ASAL)
P008797,HEALTH SECT REF (APL #1)
P008799,Greenhouse Gas Reduction in Natural Gas Global Environmental Facility
P008800,Ozone-Depleting Substance Consumption Phase-Out GEF Project
P008801,Biodiversity Conservation GEF Project
P008803,Energy Efficiency Project
P008805,Oil Rehabilitation 2 Project
P008806,URBAN TRANSPORT
P008808,Highway Rehabilitation & Maintenance Project
P008809,Oil Rehabilitation Project
P008810,PRIVATIZATION
P008811,Agricultural Reform Implementation Support Project (ARIS)
P008814,Health Reform Pilot Project
P008821,Environmental Management Project
P008822,Employment Services & Social Protection Project
P008823,Portfolio Development Project
P008825,Education Innovation Project
P008826,Management & Finance Project
P008827,HOUSING
P008828,Financial Institutions Project
P008831,Legal Reform Project
P008832,Municipal Water & Wastewater Project
P008837,Standards Development Project
P008839,Enterprise Support Project
P008843,Telecommunications Project
P008853,Environment Project
P008860,Poverty Alleviation 2 Project
P008867,Water Supply & Sanitation Project
P008871,Phaseout of Ozone Depleting Substances Montreal Protocol Project
P008985,Cesme-Alacati Water Supply & Sewerage Project
P009023,Eastern Anatolia Watershed Project
P009029,NATL ED DEVT
P009044,Agricultural Research Project
P009061,ANKARA SEWERAGE
P009064,Employment & Training Project
P009065,Bursa Water & Sanitation Project
P009071,TEK RESTRUCT
P009072,Privatization of Irrigation Project
P009073,Industrial Technology Project
P009076,Health 2 Project
P009089,BASIC ED
P009093,ANTALYA WS & SANITATION
P009095,PRIM HEALTH CARE SERV
P009097,TA FOR TREASURY DATA
P009099,Earthquake Rehabilitation & Reconstruction Project
P009102,Privatization Implementation Technical Assistance Project
P009106,INSTITUTION BUILDING
P009117,Agricultural Seed Development Project
P009121,"Water Supply, Sanitation and Health Project"
P009122,Cotton Sub-Sector Improvement Project
P009123,Institution Building Technical Assistance Project
P009125,Health Project
P009127,"Drainage, Irrigation & Wetlands Improvement Project - Phase 1"
P009131,Financial Institution Building Project
P009465,Second Road Rehabilitation & Maintenance
P009468,Fourth Fisheries
P009470,Forest Resources Management
P009482,Fourth Dhaka Water Supply Project
P009484,Agriculture Research Management
P009496,Integrated Nutrition Project
P009509,Jamuna Bridge
P009518,Second Rural Roads & Markets Improvement
P009524,Dhaka Urban Transport
P009533,Gas Infrastructure Development
P009540,Third Inland Water Transport
P009542,Third Rural Electrification
P009545,River Bank Protection
P009549,Coastal Embankment Rehabilitation
P009550,Primary Education Development Project
P009555,Female Secondary School Assistance
P009559,TECHNICAL ASSISTANCE 6
P009560,Non-Formal Education Project
P009574,EDUCATION II
P009582,Third Forestry Development Project
P009583,ALTERNATE ENERGY
P009584,Ecodevelopment
P009585,ODS I
P009860,WTRSH PLAINS
P009869,Nathpa Jhakri Power Project
P009870,CONTAINER TRANSPORT
P009877,DAM SAFETY
P009882,WTRSH HILLS
P009906,INDUSTRIAL POLLUTION CONTROL
P009921,SHRIMP & FISH CULTUR
P009946,NAT. HIGHWAYS II
P009955,UTTAR PRADESH BASIC EDUCATION
P009959,RUBBER
P009961,UP SODIC LANDS RECLA
P009963,POPULATION VIII
P009964,Haryana Water Resources Consolidation Project
P009972,THIRD NATIONAL HIGHWAYS PROJECT
P009977,ICDS II (BIHAR & MP)
P009979,Coal Sector Rehabilitation Project
P009982,NORTHERN REGION TRANSMISSION PROJECT
P009988,Second Technician Education Project
P009995,ANDHRA PRADESH STATE HIGHWAY PROJECT
P010001,Private Farmer Support Project
P010325,KARACHI WATER & SANI
P010330,CLOSED(T) HILL COMMUNITY FORES
P010333,ENGINEERING EDUCATION PROJECT
P010346,SINDH PRIMARY EDUCATION
P010348,CLOSED(T) BHAIRAWA LUMBINI III
P010366,RURAL WATER
P010370,CLOSED(T) URB WATER & SAN REHAB
P010371,FAMILY HEALTH
P010390,MAHARASHTRA FORESTRY
P010392,CLOSED(T) POWER EFF IMPROVEMEN
P010393,AIDS PREVENTION AND
P010394,MIDDLE SCHOOLING
P010395,Basic and Primary Education Project
P010396,CLOSED(T) TELECOMS. V
P010399,ENV. PROT. & RES. CO
P010405,EAST.SADIQIA SO PHAS
P010407,ADP - RAJASTHAN
P010408,BIHAR PLATEAU
P010410,RENEWABLE RESOURCES
P010413,2nd Karachi Water Supply
P010414,FAMILY HEALTH II
P010416,POWERGRID SYSTEM DEVELOPMENT PROJECT
P010417,BALOCHISTAN PRIMARY
P010418,KARNATAKA WS & ENV/S
P010419,PRIVATE FINANCE DEVELOPMENT PROJ (PFDP)
P010420,Colombo Urban Transport
P010421,NORTHERN RESOURCE MANAGEMENT
P010423,NTPC POWER GENERATION
P010424,NATIONAL LEPROSY ELIMINATION PROJECT
P010448,Forestry Research Education and Extension Project
P010449,ANDHRA PRADESH FORESTRY
P010450,PRIVATE SECTOR ENERGY DEVELOPMENT II
P010452,SINDH SPECIAL DEVELO
P010453,BALOCHISTAN NRM PROJ.
P010454,HIGHER EDUCATION PROJECT
P010455,BLINDNESS CONTROL
P010457,Family Welfare Project
P010458,POWER SECT. DEV. PRO
P010460,POPULATION & HEALTH
P010461,MADRAS WATER SUPPLY II
P010463,INDUS POLLUTION PREVENTION
P010464,DISTRICT PRIMARY EDUCATION PROJECT
P010467,Colombo Environmental Improvement
P010470,Financial Sector Deepening and Intermediation Project (FSDIP)
P010473,TUBERCULOSIS CONTROL
P010475,Road Maintenance and Rehabilitation
P010476,Tamil Nadu WRCP
P010478,Pakistan:NWFP Community Infrastsructure Project (CIP)
P010480,BOMBAY SEWAGE DISPOSAL
P010481,PUNJAB FOREST SECTOR DEV.
P010482,BALOCHISTAN COMMUNITY IRRIGATION AND AGRICULTURE PROJECT
P010484,Uttar Pradesh & Uttaranchal Rural Water
P010485,HYDROLOGY PROJECT
P010486,NWFP Primary Education Project
P010489,AP 1ST REF. HEALTH S
P010492,Population Welfare Program Project
P010496,Orissa Health Systems
P010498,ENERGY SERVICES DLVY
P010500,Natl Drainage Prog
P010501,PVT SECTOR GROUND WA
P010503,AGRIC HUMAN RES DEVT
P010505,RAJASTHAN DISTRICT POVERTY INITIATIVES PROJECT
P010506,MP FORESTRY
P010509,MULTIMODAL TRANSIT
P010511,MALARIA CONTROL
P010513,ENVIRONMENTAL ACTION 1 PROJECT
P010516,RURAL WS& SANITATION
P010517,PVT SECT INFRAS DEV
P010522,Assam Rural Infra
P010525,GENERAL EDUCATION II
P010526,HEALTH SERVICES PROJECT
P010529,Orissa WRCP
P010530,Irrig Sector Devt
P010531,Reproductive and Child Health Project
P010556,Highways Rehabilitation
P010561,Natl Agr Technology
P010563,FINANCIAL SECTOR DEV PROJ. (FSDP)
P010566,GUJARAT STATE HIGHWAY PROJECT
P031829,OZONE DEPLETING SUBSTANCES II
P033965,Environmental Remediation Pilot Project
P034004,HEALTH PROJECT
P034035,LB-ADMIN. REHAB.
P034037,LB:  AGRI. INFRA. DEVEL.
P034038,URBAN TRANSPORT DEVELOPMENT PROJECT
P034080,BIODIVERSITY COLLECTIONS PROJECT
P034081,CN - XIAOLANGDI MULTI. II
P034082,Public Sector Adjustment Loan (PSAL)
P034083,Urban Transport Project
P034091,AR-Higher Education Reform Project
P034092,Technical Assistance Project
P034093,Public Sector Resource Management Adjustment Loan
P034101,PK-TELECOM REG & PRIVAT
P034106,Urban Infrastructure and Pilot Decentralization
P034154,ER-Ports Rehab SIL (FY98)
P034161,FINANCIAL SEC T.A.
P034180,Early Childhood Development
P034181,Urban Works & Microenterprise Pilot Project
P034194,FORESTRY & CONSERVAT
P034212,MAHAWELI RESTRUCTURI
P034213,General Cadastre and Land Registration Project
P034215,WATERSHED CONSERVATI
P034301,PHASE OUT OF ODS PRE
P034489,MALAWI RAILWAYS REST
P034490,MX TECHNICAL EDUC/TRAINING
P034491,Power Transmission & Distribution Project
P034578,BR RGS Highway MGT
P034579,Land Reform Implementation Support Project (LARIS)
P034581,HOUSING
P034584,MUN SERVICES DEVT
P034605,FIN SCTR & BUS ENV
P034607,HN PUB SEC MOD TAC
P034609,Private Sector Development 2 Project
P034617,ML SELINGUE REHAB.
P034618,Labor Market Development
P034755,KH - Technical Assistance Project
P035076,ZM-Power Rehab SIL (FY98)
P035079,WASTE DISPOSAL PROJECT
P035080,NI INSTITUTIONAL DEV CR
P035081,Ozone Depleting Substances (ODS) Phaseout GEF Project
P035082,Municipal Finance Project
P035147,Conservation and Sustainable Use of Medicinal Plants Project
P035158,Third Andhra Pradesh Irrigation Project
P035160,HARYANA POWER APL-I
P035163,ENERGY EFFIC/HOUSING
P035169,UTTAR PRADESH FORESTRY
P035170,Orissa Power Sector Restructuring Project
P035172,UTTAR PRADESH POWER SECTOR RESTRUCTURING PROJECT
P035173,Second Powergrid System Development Project
P035311,Institutional Capacity Building for Protected Areas Management and Sustainable Use Project
P035312,TT-  BASIC EDUCATION
P035494,DO-  BASIC EDUCATION
P035544,SOLAR HOME SYSTEMS
P035578,AGRIC SECTOR
P035582,TRANSPORT SECTOR SECAL
P035595,TRANSPORT SECTOR TA
